movieId,title,genres,rating,year
40,"Cry, the Beloved Country (1995)",Drama,3.6267252195734003,1995.0
41,Richard III (1995),Drama|War,3.843413033286451,1995.0
42,Dead Presidents (1995),Action|Crime|Drama,3.0495652173913044,1995.0
43,Restoration (1995),Drama,3.4499566724436743,1995.0
45,To Die For (1995),Comedy|Drama|Thriller,3.382907947260191,1995.0
46,How to Make an American Quilt (1995),Drama|Romance,3.2634129456559364,1995.0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,4.0791663372598626,1995.0
49,When Night Is Falling (1995),Drama|Romance,3.5197368421052633,1995.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.284353213163313,1995.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.532892426548051,1995.0
53,Lamerica (1994),Adventure|Drama,3.6496350364963503,1994.0
55,Georgia (1995),Drama,3.220329024676851,1995.0
57,Home for the Holidays (1995),Drama,3.320438282647585,1995.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,3.9679004101879234,1994.0
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,3.56353591160221,1995.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.0958892617449663,1995.0
61,Eye for an Eye (1996),Drama|Thriller,3.3160919540229883,1996.0
62,Mr. Holland's Opus (1995),Drama,3.715354676022366,1995.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,3.083904109589041,1996.0
67,Two Bits (1995),Drama,3.2975460122699385,1995.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.4301601423487544,1995.0
69,Friday (1995),Comedy,3.5583216456287987,1995.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.326568919110356,1996.0
72,Kicking and Screaming (1995),Comedy|Drama,3.4868532654792195,1995.0
73,"Misérables, Les (1995)",Drama|War,3.796035568729159,1995.0
74,Bed of Roses (1996),Drama|Romance,3.2880989180834623,1996.0
76,Screamers (1995),Action|Sci-Fi|Thriller,3.010046367851623,1995.0
77,Nico Icon (1995),Documentary,3.4028436018957344,1995.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.152790079716563,1995.0
79,"Juror, The (1996)",Drama|Thriller,3.1199367713890536,1996.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,3.7495145631067963,1995.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.2527435982707016,1995.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.9923513986013988,1995.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.644320297951583,1995.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,3.358156028368794,1995.0
85,Angels and Insects (1995),Drama|Romance,3.526833265055305,1995.0
86,White Squall (1996),Action|Adventure|Drama,3.4766641162968632,1996.0
88,Black Sheep (1996),Comedy,3.107188160676533,1996.0
89,Nick of Time (1995),Action|Thriller,3.1294022617124395,1995.0
90,The Journey of August King (1995),Drama,3.3333333333333335,1995.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.5279255319148937,1996.0
95,Broken Arrow (1996),Action|Adventure|Thriller,3.077245421955237,1996.0
96,In the Bleak Midwinter (1995),Comedy|Drama,3.7004504504504503,1995.0
97,"Hate (Haine, La) (1995)",Crime|Drama,3.9862332695984706,1995.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.1010479041916166,1995.0
100,City Hall (1996),Drama|Thriller,3.2212201591511938,1996.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.7673501577287065,1996.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.2552581261950286,1996.0
104,Happy Gilmore (1996),Comedy,3.3943981240229286,1996.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.3332222962469467,1995.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.436,1994.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.2168744804655027,1996.0
108,Catwalk (1996),Documentary,3.0739130434782607,1996.0
110,Braveheart (1995),Action|Drama|War,4.002272573668559,1995.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.40623288921336,1995.0
113,Before and After (1996),Drama|Mystery,3.101010101010101,1996.0
114,Margaret's Museum (1995),Drama,3.5891304347826085,1995.0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,3.5348837209302326,1995.0
116,Anne Frank Remembered (1995),Documentary,3.9114285714285715,1995.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.574430823117338,1995.0
121,"Boys of St. Vincent, The (1992)",Drama,3.74869109947644,1992.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.9913693901035674,1994.0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.4966442953020134,1995.0
125,Flirting With Disaster (1996),Comedy,3.744196843082637,1996.0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,3.1097560975609757,1994.0
128,Jupiter's Wife (1994),Documentary,3.4859154929577465,1994.0
129,Pie in the Sky (1996),Comedy|Romance,3.13953488372093,1996.0
130,Angela (1995),Drama,3.2261904761904763,1995.0
131,Frankie Starlight (1995),Drama|Romance,3.3106508875739644,1995.0
134,Sonic Outlaws (1995),Documentary,3.4516129032258065,1995.0
135,Down Periscope (1996),Comedy,3.0018543492919756,1996.0
136,From the Journals of Jean Seberg (1995),Documentary,3.6277777777777778,1995.0
137,Man of the Year (1995),Documentary,3.254854368932039,1995.0
138,"Neon Bible, The (1995)",Drama,3.227642276422764,1995.0
139,Target (1995),Action|Drama,3.111111111111111,1995.0
140,Up Close and Personal (1996),Drama|Romance,3.287283110037338,1996.0
141,"Birdcage, The (1996)",Comedy,3.5101652454593633,1996.0
144,"Brothers McMullen, The (1995)",Comedy,3.4649743714913352,1995.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.275515786183182,1995.0
147,"Basketball Diaries, The (1995)",Drama,3.5833728090952155,1995.0
149,Amateur (1994),Crime|Drama|Thriller,3.68669314796425,1994.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.87355561527172,1995.0
151,Rob Roy (1995),Action|Drama|Romance|War,3.53139284174213,1995.0
152,"Addiction, The (1995)",Drama|Horror,3.0869905956112853,1995.0
155,Beyond Rangoon (1995),Adventure|Drama|War,3.408390410958904,1995.0
156,Blue in the Face (1995),Comedy|Drama,3.5088757396449703,1995.0
159,Clockers (1995),Crime|Drama|Mystery,3.4178361249434133,1995.0
161,Crimson Tide (1995),Drama|Thriller|War,3.739861235452104,1995.0
162,Crumb (1994),Documentary,4.008077401029647,1994.0
163,Desperado (1995),Action|Romance|Western,3.4392585818795722,1995.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.4522562951882323,1995.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.506566659749192,1995.0
167,Feast of July (1995),Drama,3.076388888888889,1995.0
168,First Knight (1995),Action|Drama|Romance,3.081881687151826,1995.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.215710400207227,1995.0
171,Jeffrey (1995),Comedy|Drama,3.599845797995374,1995.0
175,Kids (1995),Drama,3.507799325463744,1995.0
176,Living in Oblivion (1995),Comedy,3.8490694507489787,1995.0
178,Love & Human Remains (1993),Comedy|Drama,3.3929359823399556,1993.0
180,Mallrats (1995),Comedy|Romance,3.5757829309108295,1995.0
182,Moonlight and Valentino (1995),Drama|Romance,3.0754716981132075,1995.0
183,Mute Witness (1994),Comedy|Horror|Thriller,3.3623063683304646,1994.0
184,Nadja (1994),Drama,3.0670926517571884,1994.0
185,"Net, The (1995)",Action|Crime|Thriller,3.102854287948562,1995.0
187,Party Girl (1995),Comedy,3.4314285714285715,1995.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.3334728033472802,1995.0
190,Safe (1995),Thriller,3.578174186778594,1995.0
192,The Show (1995),Documentary,3.037974683544304,1995.0
194,Smoke (1995),Comedy|Drama,3.8442938267081885,1995.0
195,Something to Talk About (1995),Comedy|Drama|Romance,3.077944179714091,1995.0
197,"Stars Fell on Henrietta, The (1995)",Drama,3.0555555555555554,1995.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.417996761508212,1995.0
201,Three Wishes (1995),Drama|Fantasy,3.001457725947522,1995.0
202,Total Eclipse (1995),Drama|Romance,3.0543478260869565,1995.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.1462450592885376,1995.0
205,Unstrung Heroes (1995),Comedy|Drama,3.5,1995.0
206,Unzipped (1995),Documentary,3.448717948717949,1995.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.3732562774013553,1995.0
211,"Browning Version, The (1994)",Drama,3.584600760456274,1994.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.01654306902453,1994.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.026966292134832,1994.0
215,Before Sunrise (1995),Drama|Romance,3.914843512610149,1995.0
216,Billy Madison (1995),Comedy,3.2408267020335986,1995.0
218,Boys on the Side (1995),Comedy|Drama,3.285843685300207,1995.0
219,"Cure, The (1995)",Drama,3.6061120543293717,1995.0
222,Circle of Friends (1995),Drama|Romance,3.5284704131001114,1995.0
223,Clerks (1994),Comedy,3.847214137214137,1994.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.4449993597131514,1995.0
225,Disclosure (1994),Drama|Thriller,3.2840320910973086,1994.0
227,Drop Zone (1994),Action|Thriller,3.0618285987109095,1994.0
229,Death and the Maiden (1994),Drama|Thriller,3.5625,1994.0
230,Dolores Claiborne (1995),Drama|Thriller,3.588200326943082,1995.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.027935943060498,1994.0
233,Exotica (1994),Drama,3.533083645443196,1994.0
235,Ed Wood (1994),Comedy|Drama,3.664388396868181,1994.0
236,French Kiss (1995),Action|Comedy|Romance,3.3150479880250066,1995.0
237,Forget Paris (1995),Comedy|Romance,3.2214038128249567,1995.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.1657963446475197,1995.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.08521377672209,1995.0
241,Fluke (1995),Children|Drama,3.0261194029850746,1995.0
242,Farinelli: il castrato (1994),Drama|Musical,3.3855,1994.0
246,Hoop Dreams (1994),Documentary,4.028236985316767,1994.0
247,Heavenly Creatures (1994),Crime|Drama,3.8224384098544233,1994.0
248,Houseguest (1994),Comedy,3.0080251221214236,1994.0
249,Immortal Beloved (1994),Drama|Romance,3.675253192426244,1994.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.0751633986928106,1995.0
251,"Hunted, The (1995)",Action,3.057184750733138,1995.0
252,I.Q. (1994),Comedy|Romance,3.215840517241379,1994.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.508920477209269,1994.0
257,Just Cause (1995),Mystery|Thriller,3.4075381140598533,1995.0
259,Kiss of Death (1995),Crime|Drama|Thriller,3.060162601626016,1995.0
261,Little Women (1994),Drama,3.627589063794532,1994.0
262,"Little Princess, A (1995)",Children|Drama,3.7653443113772456,1995.0
263,Ladybird Ladybird (1994),Drama,3.745923913043478,1994.0
264,"Enfer, L' (1994)",Drama,3.374233128834356,1994.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.921667748817364,1992.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.5003490069166827,1994.0
268,Little Odessa (1994),Crime|Drama,3.306167400881057,1994.0
269,My Crazy Life (Mi vida loca) (1993),Drama,3.4518181818181817,1993.0
270,Love Affair (1994),Drama|Romance,3.170042194092827,1994.0
271,Losing Isaiah (1995),Drama,3.3343585237258346,1995.0
272,"Madness of King George, The (1994)",Comedy|Drama,3.7400504484304933,1994.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.132062978222484,1994.0
277,Miracle on 34th Street (1994),Drama,3.4048868672731514,1994.0
278,Miami Rhapsody (1995),Comedy,3.021194605009634,1995.0
279,My Family (1995),Drama,3.6973995271867612,1995.0
280,Murder in the First (1995),Drama|Thriller,3.7172008547008546,1995.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.661371237458194,1994.0
282,Nell (1994),Drama,3.409440492213036,1994.0
283,New Jersey Drive (1995),Crime|Drama,3.0472972972972974,1995.0
287,Nina Takes a Lover (1994),Comedy|Romance,3.2524590163934426,1994.0
288,Natural Born Killers (1994),Action|Crime|Thriller,3.2577711853476075,1994.0
289,Only You (1994),Comedy|Romance,3.3515018562267973,1994.0
290,Once Were Warriors (1994),Crime|Drama,3.9737263270205387,1994.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4105008077544428,1995.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.0885985748218525,1994.0
294,"Perez Family, The (1995)",Comedy|Romance,3.16023166023166,1995.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.188912039361382,1994.0
297,Panther (1995),Drama,3.1546184738955825,1995.0
298,Pushing Hands (Tui shou) (1992),Drama,3.5242290748898677,1992.0
299,Priest (1994),Drama,3.71598995395563,1994.0
300,Quiz Show (1994),Drama,3.66378901931884,1994.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.5239234449760763,1994.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.7267721954576736,1994.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0432486221677895,1995.0
304,Roommates (1995),Comedy|Drama,3.1710122699386503,1995.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.072966846132049,1994.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.981408706166868,1993.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.9024582104228123,1994.0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.6223021582733814,1994.0
313,"Swan Princess, The (1994)",Animation|Children,3.0378315132605302,1994.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.849933774834437,1994.0
316,Stargate (1994),Action|Adventure|Sci-Fi,3.3710611452604335,1994.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.128074747346342,1994.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.413576004516335,1994.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.775382785788613,1994.0
320,Suture (1993),Film-Noir|Thriller,3.240802675585284,1993.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.7685851318944845,1993.0
322,Swimming with Sharks (1995),Comedy|Drama,3.668214285714286,1995.0
324,"Sum of Us, The (1994)",Comedy|Drama,3.6728538283062644,1994.0
326,To Live (Huozhe) (1994),Drama,4.0796597061098225,1994.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.146257031588057,1995.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.322669104204753,1994.0
331,Tom & Viv (1994),Drama,3.264646464646465,1994.0
333,Tommy Boy (1995),Comedy,3.356478068558791,1995.0
334,Vanya on 42nd Street (1994),Drama,3.816722408026756,1994.0
335,Underneath (1995),Mystery|Thriller,3.26171875,1995.0
337,What's Eating Gilbert Grape (1993),Drama,3.7512185215272136,1993.0
339,While You Were Sleeping (1995),Comedy|Romance,3.4993894441680613,1995.0
340,"War, The (1994)",Adventure|Drama|War,3.3774436090225564,1994.0
341,Double Happiness (1994),Drama,3.5639204545454546,1994.0
342,Muriel's Wedding (1994),Comedy,3.507638565440149,1994.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.642062742629315,1994.0
346,Backbeat (1993),Drama|Musical,3.409970958373669,1993.0
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.44702842377261,1992.0
348,Bullets Over Broadway (1994),Comedy,3.6953642384105962,1994.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6551898004754015,1994.0
350,"Client, The (1994)",Drama|Mystery|Thriller,3.466657593903103,1994.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.3049367850692355,1994.0
352,Crooklyn (1994),Comedy|Drama,3.280944625407166,1994.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.517972748011591,1994.0
354,Cobb (1994),Drama,3.135689354275742,1994.0
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.048011436845787,1994.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.6408326781234788,1994.0
358,Higher Learning (1995),Drama,3.2518072289156628,1995.0
359,I Like It Like That (1994),Comedy|Drama|Romance,3.296875,1994.0
361,It Could Happen to You (1994),Comedy|Drama|Romance,3.326783114992722,1994.0
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.377949377949378,1994.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,3.993220338983051,1993.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.817136507193824,1994.0
365,Little Buddha (1993),Drama,3.1569086651053864,1993.0
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.183039195863782,1994.0
368,Maverick (1994),Adventure|Comedy|Western,3.412776934749621,1994.0
369,Mrs. Parker and the Vicious Circle (1994),Drama,3.2886138613861386,1994.0
371,"Paper, The (1994)",Comedy|Drama,3.2587484035759897,1994.0
372,Reality Bites (1994),Comedy|Drama|Romance,3.2500337154416723,1994.0
373,Red Rock West (1992),Thriller,3.76906584992343,1992.0
375,Safe Passage (1994),Drama,3.2804347826086957,1994.0
376,"River Wild, The (1994)",Action|Thriller,3.2755446308077887,1994.0
377,Speed (1994),Action|Romance|Thriller,3.481247881458525,1994.0
378,Speechless (1994),Comedy|Romance,3.1331764705882352,1994.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.4922731744774795,1994.0
381,When a Man Loves a Woman (1994),Drama|Romance,3.390638963360143,1994.0
382,Wolf (1994),Drama|Horror|Romance|Thriller,3.0406736261571794,1994.0
383,Wyatt Earp (1994),Western,3.199915200339199,1994.0
385,"Man of No Importance, A (1994)",Drama,3.5560344827586206,1994.0
388,Boys Life (1995),Drama,3.5392927308447937,1995.0
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.4759358288770055,1994.0
391,Jason's Lyric (1994),Crime|Drama,3.1876574307304786,1994.0
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,3.349802371541502,1993.0
394,Coldblooded (1995),Comedy,3.3143939393939394,1995.0
395,Desert Winds (1995),Drama|Fantasy|Romance,3.1666666666666665,1995.0
398,Frank and Ollie (1995),Documentary,3.451923076923077,1995.0
401,Mirage (1995),Action|Thriller,3.1470588235294117,1995.0
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.2785714285714285,1994.0
406,Federal Hill (1994),Drama,3.0757575757575757,1994.0
407,In the Mouth of Madness (1995),Horror|Thriller,3.2433517310587057,1995.0
408,8 Seconds (1994),Drama,3.238134206219313,1994.0
409,Above the Rim (1994),Crime|Drama,3.0416666666666665,1994.0
410,Addams Family Values (1993),Children|Comedy|Fantasy,3.0116337743888764,1993.0
412,"Age of Innocence, The (1993)",Drama,3.559560387615221,1993.0
417,Barcelona (1994),Comedy|Romance,3.520618556701031,1994.0
421,Black Beauty (1994),Adventure|Children|Drama,3.2872470876762723,1994.0
422,Blink (1994),Thriller,3.2334615384615386,1994.0
425,Blue Sky (1994),Drama|Romance,3.4652338811630847,1994.0
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.1090698444223768,1993.0
428,"Bronx Tale, A (1993)",Drama,3.823092998955068,1993.0
431,Carlito's Way (1993),Crime|Drama,3.719788264444194,1993.0
434,Cliffhanger (1993),Action|Adventure|Thriller,3.0492658841872755,1993.0
440,Dave (1993),Comedy|Romance,3.6009041187632547,1993.0
441,Dazed and Confused (1993),Comedy,3.689785470502194,1993.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,3.0712903582485627,1993.0
443,"Endless Summer 2, The (1994)",Adventure|Documentary,3.343065693430657,1994.0
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,3.889400921658986,1993.0
448,Fearless (1993),Drama,3.555778344877871,1993.0
449,Fear of a Black Hat (1994),Comedy,3.4431464174454827,1994.0
450,With Honors (1994),Comedy|Drama,3.3467272727272728,1994.0
451,Flesh and Bone (1993),Drama|Mystery|Romance,3.044750430292599,1993.0
452,Widows' Peak (1994),Drama,3.5517560073937156,1994.0
453,For Love or Money (1993),Comedy|Romance,3.1115560640732265,1993.0
454,"Firm, The (1993)",Drama|Thriller,3.4994205537850256,1993.0
456,Fresh (1994),Crime|Drama|Thriller,3.8082959641255605,1994.0
457,"Fugitive, The (1993)",Thriller,3.9721584270115637,1993.0
458,Geronimo: An American Legend (1993),Drama|Western,3.13336820083682,1993.0
461,Go Fish (1994),Drama|Romance,3.3441717791411043,1994.0
465,Heaven & Earth (1993),Action|Drama|War,3.2566176470588237,1993.0
467,Live Nude Girls (1995),Comedy,3.371234939759036,1995.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,3.3125465653404857,1995.0
469,"House of the Spirits, The (1993)",Drama|Romance,3.25762572135202,1993.0
471,"Hudsucker Proxy, The (1994)",Comedy,3.6579813752234034,1994.0
474,In the Line of Fire (1993),Action|Thriller,3.7212436096910424,1993.0
475,In the Name of the Father (1993),Drama,3.9152097902097904,1993.0
476,"Inkwell, The (1994)",Comedy|Drama,3.025943396226415,1994.0
477,What's Love Got to Do with It? (1993),Drama|Musical,3.546511627906977,1993.0
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.6791749812920926,1993.0
481,Kalifornia (1993),Drama|Thriller,3.337772882034849,1993.0
482,Killing Zoe (1994),Crime|Drama|Thriller,3.424043062200957,1994.0
483,King of the Hill (1993),Drama,3.787174721189591,1993.0
488,M. Butterfly (1993),Drama|Romance,3.374285714285714,1993.0
490,Malice (1993),Thriller,3.3599659284497445,1993.0
491,"Man Without a Face, The (1993)",Drama,3.405329593267882,1993.0
492,Manhattan Murder Mystery (1993),Comedy|Mystery,3.653225806451613,1993.0
493,Menace II Society (1993),Action|Crime|Drama,3.6256521739130436,1993.0
494,Executive Decision (1996),Action|Adventure|Thriller,3.353110599078341,1996.0
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,3.2767624020887727,1994.0
497,Much Ado About Nothing (1993),Comedy|Romance,3.8821461326811373,1993.0
500,Mrs. Doubtfire (1993),Comedy|Drama,3.3863104638240626,1993.0
501,Naked (1993),Drama,3.842433697347894,1993.0
503,"New Age, The (1994)",Drama,3.095419847328244,1994.0
506,Orlando (1992),Drama|Fantasy|Romance,3.4952830188679247,1992.0
507,"Perfect World, A (1993)",Crime|Drama|Thriller,3.5279832743647477,1993.0
508,Philadelphia (1993),Drama,3.8021304391518442,1993.0
509,"Piano, The (1993)",Drama|Romance,3.6811163895486936,1993.0
511,"Program, The (1993)",Action|Drama,3.144299674267101,1993.0
514,"Ref, The (1994)",Comedy,3.4613768961493583,1994.0
515,"Remains of the Day, The (1993)",Drama|Romance,3.8977364185110663,1993.0
516,Renaissance Man (1994),Comedy|Drama,3.088179218303146,1994.0
517,Rising Sun (1993),Action|Drama|Mystery,3.130988477865373,1993.0
520,Robin Hood: Men in Tights (1993),Comedy,3.0674973674973676,1993.0
521,Romeo Is Bleeding (1993),Crime|Thriller,3.310518369401107,1993.0
522,Romper Stomper (1992),Action|Drama,3.5399022801302933,1992.0
523,Ruby in Paradise (1993),Drama,3.642857142857143,1993.0
524,Rudy (1993),Drama,3.5334577630305546,1993.0
525,"Saint of Fort Washington, The (1993)",Drama,3.418300653594771,1993.0
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,3.2107438016528924,1992.0
527,Schindler's List (1993),Drama|War,4.247579083279535,1993.0
529,Searching for Bobby Fischer (1993),Drama,3.8492079306565707,1993.0
530,Second Best (1994),Drama,3.2666666666666666,1994.0
531,"Secret Garden, The (1993)",Children|Drama,3.5358059914407987,1993.0
532,Serial Mom (1994),Comedy|Crime|Horror,3.061026102610261,1994.0
534,Shadowlands (1993),Drama|Romance,3.890470852017937,1993.0
535,Short Cuts (1993),Drama,3.778046421663443,1993.0
536,"Simple Twist of Fate, A (1994)",Drama,3.2861400894187778,1994.0
537,Sirens (1994),Drama,3.1484602917341977,1994.0
538,Six Degrees of Separation (1993),Drama,3.7011101622544835,1993.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,3.5094537441802607,1993.0
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,3.2368374868374867,1993.0
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,3.8902714932126696,1993.0
550,Threesome (1994),Comedy|Romance,3.0871694417238,1994.0
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,3.738263445761167,1993.0
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,3.213334986772487,1993.0
553,Tombstone (1993),Action|Drama|Western,3.703341938184609,1993.0
